id_nilai,nim,kode_matakuliah,nilai_angka,nilai_huruf
858,240002724,MK03,75.7,A
859,240003025,MK10,81.71,B
860,240001840,MK01,93.2,B
861,240000088,MK09,91.51,B
862,240000052,MK01,87.34,C
863,240001982,MK02,83.43,B+
864,240002187,MK03,60.17,C
865,240001831,MK04,98.08,B+
866,240001519,MK02,73.96,C
867,240002123,MK05,83.39,B+
868,240002031,MK04,62.75,C
869,240002219,MK08,60.01,C
870,240003803,MK09,63.69,C
871,240001385,MK05,92.98,B
872,240004237,MK02,88.17,C
873,240003389,MK08,85.23,A
874,240004490,MK02,89.98,B+
875,240001760,MK08,79.13,B
876,240001480,MK03,72.19,C
877,240003336,MK08,98.66,A
878,240000487,MK04,80.04,A
879,240001428,MK04,89.0,B
880,240003750,MK09,70.72,B
881,240003871,MK06,88.65,A
882,240004830,MK03,82.63,B
883,240001692,MK05,77.28,A
884,240001764,MK04,68.28,C
885,240001311,MK06,68.07,B+
886,240001210,MK05,66.35,B
887,240004381,MK01,78.47,B
888,240004631,MK08,90.11,A
889,240003344,MK02,81.46,B
890,240001216,MK03,96.27,B
891,240002537,MK02,77.72,B
892,240000750,MK09,71.18,B+
893,240001597,MK05,92.83,B+
894,240000378,MK05,71.23,B
895,240003164,MK02,75.77,A
896,240003935,MK05,96.93,B
897,240000335,MK09,68.53,C
898,240002410,MK05,93.68,B+
899,240003594,MK07,68.8,C
900,240002290,MK08,97.78,B
901,240004500,MK02,61.29,B+
902,240000525,MK03,63.03,B+
903,240000415,MK09,79.32,C
904,240004084,MK03,78.94,B+
905,240003233,MK01,91.19,A
906,240002342,MK05,78.87,B+
907,240001022,MK02,88.65,C
908,240002418,MK02,89.51,B
909,240003530,MK03,71.17,A
910,240000548,MK08,97.57,B+
911,240001912,MK09,95.98,B+
912,240004939,MK03,84.82,B
913,240002341,MK01,91.76,B
914,240002642,MK05,63.47,C
915,240004429,MK04,91.53,B+
916,240002825,MK06,62.35,B
917,240003455,MK08,84.3,B
918,240000547,MK05,76.3,B+
919,240004356,MK01,86.98,A
920,240001079,MK10,60.22,C
921,240004921,MK09,67.14,C
922,240003026,MK09,83.18,B+
923,240002723,MK06,85.33,B+
924,240004749,MK03,97.97,B+
925,240004469,MK06,89.0,B+
926,240004751,MK07,94.74,B+
927,240000599,MK01,75.58,A
928,240002760,MK01,67.33,B+
929,240003266,MK03,68.45,C
930,240004472,MK07,69.7,B+
931,240002619,MK10,62.59,B
932,240004146,MK04,91.8,B+
933,240004015,MK02,97.46,B
934,240002066,MK07,79.7,B
935,240000208,MK05,69.36,C
936,240000766,MK09,62.63,A
937,240003520,MK06,94.8,B+
938,240003807,MK05,61.18,C
939,240002265,MK01,99.87,B
940,240004237,MK03,72.46,B
941,240003924,MK03,69.0,B+
942,240001297,MK05,70.63,A
943,240001591,MK04,71.97,A
944,240001456,MK06,67.41,B+
945,240001156,MK10,65.43,B+
946,240002964,MK08,89.7,B+
947,240001330,MK01,84.56,B
948,240002536,MK05,66.25,A
949,240002349,MK02,67.4,B
950,240003451,MK03,74.26,B+
951,240004321,MK04,71.04,A
952,240001385,MK07,93.74,C
953,240003737,MK02,74.22,B
954,240004919,MK02,67.75,B+
955,240001695,MK03,65.96,B+
956,240000215,MK07,94.34,B
957,240004847,MK02,96.19,B
958,240002491,MK09,71.79,A
959,240000967,MK05,84.45,B
960,240001084,MK09,94.74,B
961,240004785,MK06,99.61,C
962,240001133,MK08,86.55,A
963,240003311,MK05,82.96,C
964,240002382,MK06,88.83,B
965,240001079,MK10,89.86,B+
966,240000856,MK01,66.35,B+
967,240001066,MK02,71.37,A
968,240001712,MK04,78.66,C
969,240002156,MK08,61.0,B+
970,240000888,MK10,65.02,B
971,240004079,MK03,73.22,B+
972,240003572,MK02,87.31,B
973,240004065,MK09,70.02,A
974,240000728,MK06,88.25,C
975,240002635,MK07,85.55,B
976,240004515,MK07,72.68,B+
977,240000345,MK05,72.19,B+
978,240002940,MK01,83.18,B+
979,240003118,MK08,87.02,B
980,240002065,MK08,78.89,A
981,240001870,MK10,69.02,C
982,240003167,MK05,93.94,A
983,240004060,MK09,64.12,C
984,240002647,MK04,77.14,B+
985,240000125,MK07,80.5,C
986,240002773,MK10,76.32,B+
987,240000562,MK06,60.12,B+
988,240002334,MK07,79.3,C
989,240003217,MK06,96.18,A
990,240000806,MK10,86.05,A
991,240000480,MK01,83.97,A
992,240003791,MK01,98.89,A
993,240000166,MK07,90.55,B
994,240003520,MK03,61.81,B
995,240003805,MK01,61.65,C
996,240000664,MK04,74.2,B
997,240002381,MK04,71.54,A
998,240001086,MK06,62.03,A
999,240002092,MK03,76.83,B+
1000,240003987,MK06,68.64,B+
1001,240001612,MK10,89.22,C
1002,240002696,MK01,62.88,B+
1003,240003430,MK10,63.38,B+
1004,240001996,MK06,69.29,C
1005,240001806,MK07,74.46,B+
1006,240000405,MK10,84.63,B+
1007,240003017,MK08,69.44,A
1008,240004474,MK07,61.73,B
1009,240004312,MK06,79.68,B
1010,240004763,MK09,65.61,B+
1011,240003542,MK05,76.29,C
1012,240001583,MK01,71.71,C
1013,240002067,MK08,64.82,B+
1014,240000693,MK04,99.28,A
1015,240000891,MK10,61.55,B
1016,240004384,MK05,67.03,A
1017,240003972,MK07,89.21,B
1018,240001098,MK01,70.15,B+
1019,240001032,MK04,83.83,A
1020,240002809,MK04,82.83,B+
1021,240000345,MK07,89.4,A
1022,240003629,MK03,95.83,A
1023,240001381,MK02,77.74,C
1024,240002178,MK07,76.29,A
1025,240003187,MK06,78.66,C
1026,240003044,MK06,86.45,B
1027,240003218,MK05,77.87,B
1028,240000743,MK03,99.4,B+
1029,240001806,MK06,67.45,A
1030,240003909,MK07,63.89,A
1031,240004700,MK03,63.08,A
1032,240000436,MK09,65.77,B
1033,240004833,MK03,91.67,B
1034,240001309,MK10,95.04,B
1035,240000560,MK07,98.23,C
1036,240001770,MK09,70.47,B+
1037,240003584,MK08,89.74,B
1038,240002494,MK04,70.97,B
1039,240002696,MK02,85.64,C
1040,240001134,MK04,77.18,B
1041,240003272,MK04,72.29,B
1042,240004634,MK01,87.58,B+
1043,240003470,MK03,86.29,C
1044,240002717,MK01,63.08,C
1045,240000748,MK02,76.17,A
1046,240000407,MK08,76.92,A
1047,240004021,MK02,89.7,C
1048,240004191,MK09,77.48,B+
1049,240001442,MK08,65.52,B+
1050,240001509,MK09,97.79,B
1051,240002410,MK06,72.07,A
1052,240004539,MK09,86.38,B+
1053,240003333,MK03,95.77,B
1054,240003905,MK05,70.9,B
1055,240001670,MK09,88.51,C
1056,240000287,MK08,71.01,A
1057,240003635,MK01,97.97,C
1058,240002875,MK08,75.54,B
1059,240003477,MK02,93.42,B
1060,240004935,MK10,76.22,C
1061,240004793,MK08,81.55,C
1062,240002039,MK02,90.96,B
1063,240001441,MK05,92.35,C
1064,240003516,MK02,78.32,B+
1065,240000426,MK06,97.89,B
1066,240004399,MK09,91.74,C
1067,240002245,MK03,81.17,B
1068,240001627,MK10,66.73,A
1069,240001637,MK04,68.52,B
1070,240000426,MK09,87.95,A
1071,240001603,MK09,77.71,C
1072,240003961,MK03,62.55,A
1073,240003284,MK08,79.05,B
1074,240001391,MK06,61.65,A
1075,240003213,MK03,93.77,A
1076,240001247,MK05,80.35,A
1077,240002403,MK02,66.51,B
1078,240002219,MK08,79.5,C
1079,240003448,MK05,81.87,B
1080,240003621,MK04,80.82,A
1081,240002991,MK09,64.82,B
1082,240001747,MK01,98.84,B+
1083,240002035,MK05,92.81,B+
1084,240004853,MK04,93.41,B
1085,240003622,MK02,78.51,B+
1086,240004649,MK06,84.94,B+
1087,240002426,MK06,77.65,B
1088,240001896,MK01,97.97,A
1089,240004822,MK04,72.8,C
1090,240003707,MK01,96.96,C
1091,240001593,MK05,94.55,B+
1092,240002866,MK01,66.04,B
1093,240004730,MK01,86.8,B
1094,240004744,MK05,86.09,B
1095,240004270,MK06,90.99,A
1096,240000798,MK09,69.54,B
1097,240004193,MK10,70.61,A
1098,240001781,MK05,90.74,B+
1099,240003399,MK04,69.52,B
1100,240002862,MK04,65.82,B+
1101,240000493,MK01,95.9,B
1102,240002134,MK01,69.25,A
1103,240000993,MK01,84.45,C
1104,240000827,MK04,60.03,A
1105,240002897,MK08,74.53,B+
1106,240001860,MK10,96.25,B+
1107,240001284,MK04,86.01,B+
1108,240003922,MK05,85.87,A
1109,240002628,MK06,87.85,A
1110,240004206,MK03,63.6,B+
1111,240002512,MK09,71.65,A
1112,240004091,MK07,91.21,A
1113,240000544,MK07,77.44,A
1114,240003539,MK03,68.52,C
1115,240004377,MK03,91.35,B+
1116,240002672,MK08,96.52,B
1117,240004945,MK07,62.83,B
1118,240002556,MK08,75.45,C
1119,240002901,MK05,96.32,A
1120,240002229,MK04,76.4,C
1121,240003220,MK06,98.27,A
1122,240001805,MK06,79.71,B
1123,240000060,MK08,90.39,B+
1124,240002488,MK10,89.23,A
1125,240000702,MK02,77.76,A
1126,240004971,MK07,76.36,B+
1127,240003480,MK02,89.29,B
1128,240000847,MK04,66.27,B+
1129,240003296,MK02,97.24,B+
1130,240002218,MK04,76.36,C
1131,240001815,MK02,94.96,C
1132,240001305,MK04,77.68,C
1133,240000724,MK06,66.94,B
1134,240001056,MK02,86.54,A
1135,240004308,MK07,64.6,C
1136,240004649,MK10,69.41,B+
1137,240004662,MK01,69.39,B
1138,240004563,MK07,68.18,B+
1139,240004460,MK05,73.77,B
1140,240003221,MK05,74.9,A
1141,240000975,MK09,66.44,B
1142,240004799,MK03,93.49,B+
1143,240000181,MK05,83.44,C
1144,240000095,MK02,64.78,C
1145,240004402,MK01,95.31,C
1146,240003407,MK10,79.6,A
1147,240000549,MK01,69.14,A
1148,240002708,MK01,72.22,A
1149,240002288,MK05,98.23,B+
1150,240000226,MK06,62.01,C
1151,240004945,MK03,93.55,B+
1152,240001434,MK05,87.44,B+
1153,240004871,MK03,98.59,C
1154,240002644,MK03,65.55,B+
1155,240004010,MK01,80.69,A
1156,240002783,MK04,92.31,A
1157,240003580,MK01,79.88,B+
1158,240000783,MK04,62.11,A
1159,240001771,MK06,71.69,C
1160,240000295,MK06,75.6,B+
1161,240002229,MK01,90.29,B
1162,240002822,MK03,92.57,C
1163,240002802,MK01,83.45,B
1164,240001410,MK06,68.37,B
1165,240002551,MK08,94.93,A
1166,240003196,MK10,75.38,B
1167,240003932,MK05,93.45,B
1168,240004518,MK02,81.38,B
1169,240003291,MK05,96.31,A
1170,240004624,MK01,93.54,A
1171,240003821,MK04,94.42,B+
1172,240001419,MK06,72.63,C
1173,240002656,MK05,81.88,A
1174,240000931,MK02,68.22,B+
1175,240001291,MK06,97.67,C
1176,240000251,MK01,71.73,C
1177,240004521,MK02,87.11,B
1178,240002321,MK01,79.16,B
1179,240001416,MK06,86.95,B
1180,240003892,MK01,72.72,C
1181,240003175,MK07,95.51,B+
1182,240004793,MK02,64.44,C
1183,240004368,MK02,81.78,A
1184,240004016,MK01,60.66,C
1185,240002920,MK10,62.51,A
1186,240000966,MK07,98.7,B+
1187,240003686,MK04,71.36,C
1188,240001060,MK01,67.23,A
1189,240001239,MK05,98.05,B
1190,240002670,MK02,61.44,B
1191,240002327,MK03,60.62,C
1192,240002285,MK06,95.0,C
1193,240000573,MK03,70.48,A
1194,240000637,MK09,70.57,C
1195,240002974,MK04,86.28,A
1196,240003073,MK03,74.02,C
1197,240002075,MK07,91.03,C
1198,240000399,MK04,65.67,C
1199,240004986,MK01,76.33,B
1200,240002941,MK09,82.22,B
1201,240000458,MK09,61.48,C
1202,240002392,MK04,62.84,B
1203,240002586,MK03,96.66,A
1204,240002122,MK06,83.96,A
1205,240003936,MK09,82.73,B+
1206,240002554,MK05,92.08,B
1207,240001499,MK04,94.3,C
1208,240000572,MK07,86.3,C
1209,240004584,MK10,73.95,C
1210,240003755,MK02,65.92,C
1211,240000480,MK02,81.85,A
1212,240000476,MK10,67.86,B
1213,240000368,MK10,64.23,B
1214,240003484,MK02,65.89,B+
1215,240001707,MK04,84.85,B+
1216,240003673,MK01,63.25,B
1217,240002047,MK09,89.77,C
1218,240000186,MK05,95.0,C
1219,240001587,MK03,77.96,C
1220,240000790,MK03,85.57,B
1221,240002095,MK02,85.54,B+
1222,240000904,MK02,92.43,A
1223,240001667,MK10,96.79,A
1224,240001833,MK04,68.88,B+
1225,240004936,MK03,76.92,B+
1226,240001148,MK10,66.25,B
1227,240004059,MK09,70.2,A
1228,240000189,MK09,80.14,B
1229,240003439,MK01,72.01,B
1230,240003132,MK10,98.57,A
1231,240001113,MK08,63.0,A
1232,240004552,MK05,64.81,C
1233,240000941,MK05,77.39,B+
1234,240003503,MK05,62.54,B
1235,240000225,MK04,71.86,C
1236,240003184,MK01,99.55,C
1237,240004609,MK07,68.5,B+
1238,240003466,MK06,62.85,C
1239,240004134,MK01,86.57,C
1240,240000778,MK10,82.56,A
1241,240001160,MK07,73.03,A
1242,240001714,MK06,66.73,C
1243,240000962,MK07,61.25,B
1244,240002074,MK08,69.17,B
1245,240004336,MK04,80.81,B+
1246,240002930,MK04,66.27,B+
1247,240002695,MK05,77.06,C
1248,240004019,MK06,78.35,B
1249,240003025,MK02,80.94,C
1250,240004629,MK09,87.88,B
1251,240001070,MK02,80.64,B
1252,240004664,MK10,65.26,C
1253,240002331,MK10,84.39,B+
1254,240004871,MK10,82.9,A
1255,240002272,MK02,86.34,C
1256,240002542,MK01,70.92,B
1257,240001396,MK02,84.71,B
1258,240002596,MK05,62.49,B
1259,240001098,MK03,63.8,B
1260,240000226,MK04,60.69,B+
1261,240002996,MK01,72.4,B
1262,240003956,MK06,78.12,B+
1263,240002413,MK01,79.86,A
1264,240003462,MK06,83.81,A
1265,240002892,MK01,91.31,C
1266,240004120,MK07,61.52,C
1267,240004073,MK01,63.12,A
1268,240004960,MK01,97.38,B+
1269,240002516,MK07,61.44,A
1270,240003331,MK05,89.87,B
1271,240002568,MK04,71.53,A
1272,240001643,MK02,84.14,A
1273,240004296,MK09,83.45,C
1274,240004772,MK08,95.91,B+
1275,240000960,MK01,67.94,B+
1276,240000924,MK02,99.55,A
1277,240003829,MK08,88.37,B+
1278,240002759,MK07,85.13,B
1279,240001435,MK07,96.32,B+
1280,240004784,MK10,92.07,C
1281,240004574,MK08,95.11,B+
1282,240004864,MK10,92.76,B+
1283,240004394,MK06,62.68,C
1284,240002600,MK04,93.31,B+
1285,240000855,MK08,68.48,B
1286,240002899,MK05,80.85,B+
1287,240000793,MK01,95.73,B+
1288,240001090,MK06,97.04,C
1289,240000096,MK09,89.62,C
1290,240001151,MK10,70.01,C
1291,240003390,MK07,73.06,C
1292,240002149,MK02,98.3,A
1293,240003352,MK03,80.29,A
1294,240004025,MK08,78.15,A
1295,240004274,MK07,71.35,A
1296,240000156,MK08,94.36,B+
1297,240003376,MK05,70.27,A
1298,240003713,MK08,94.27,B+
1299,240002267,MK06,90.95,B+
1300,240000253,MK08,69.01,B
1301,240003644,MK05,86.14,B
1302,240001858,MK05,61.1,B
1303,240002066,MK02,98.92,C
1304,240004143,MK02,63.35,C
1305,240000478,MK05,92.69,B+
1306,240000326,MK02,74.94,B+
1307,240004138,MK10,67.14,A
1308,240001390,MK07,64.43,B
1309,240003272,MK09,83.61,B
1310,240003445,MK04,77.4,C
1311,240002016,MK01,97.43,C
1312,240000322,MK08,91.25,C
1313,240001842,MK04,75.83,B+
1314,240000808,MK09,86.1,B+
1315,240002932,MK04,90.33,A
1316,240001995,MK05,63.53,A
1317,240003977,MK06,78.51,B+
1318,240004026,MK05,87.21,C
1319,240000334,MK09,69.16,B
1320,240000708,MK03,93.23,C
1321,240001385,MK02,80.18,B
1322,240000287,MK04,62.22,B+
1323,240002804,MK01,78.81,B+
1324,240001425,MK03,98.95,C
1325,240003543,MK09,92.86,A
1326,240003643,MK09,93.47,B
1327,240003250,MK07,88.2,B+
1328,240000952,MK05,79.73,A
1329,240002619,MK05,77.85,B
1330,240000609,MK05,92.14,A
1331,240004163,MK03,84.93,B+
1332,240002800,MK08,66.24,A
1333,240001776,MK06,90.65,B+
1334,240000354,MK04,81.21,A
1335,240001059,MK03,96.79,A
1336,240002205,MK08,70.73,B+
1337,240002967,MK07,63.09,C
1338,240003171,MK06,99.24,C
1339,240003765,MK06,86.72,B+
1340,240003229,MK07,61.09,B+
1341,240000365,MK05,62.85,B+
1342,240003786,MK06,86.98,C
1343,240001612,MK06,75.16,A
1344,240001210,MK10,63.32,A
1345,240004285,MK01,61.96,B
1346,240003062,MK07,86.41,B+
1347,240000545,MK05,97.55,B+
1348,240002130,MK08,82.36,B+
1349,240002186,MK05,88.22,A
1350,240003091,MK02,78.16,B
1351,240002973,MK10,82.24,C
1352,240004469,MK04,70.71,B
1353,240004525,MK08,62.54,B
1354,240003204,MK01,66.5,A
1355,240001109,MK01,94.85,A
1356,240001475,MK07,81.9,A
1357,240003201,MK03,90.12,B
1358,240001917,MK07,85.0,B
1359,240002432,MK10,61.23,C
1360,240002448,MK08,87.35,A
1361,240004027,MK03,60.37,A
1362,240004214,MK05,91.26,C
1363,240001801,MK09,82.42,A
1364,240000573,MK08,70.47,A
1365,240000635,MK04,78.05,C
1366,240003057,MK09,81.19,C
1367,240003044,MK07,96.75,B+
1368,240002802,MK03,99.3,A
1369,240002289,MK05,68.95,A
1370,240004996,MK05,77.04,C
1371,240003074,MK08,89.63,A
1372,240001608,MK01,75.75,B
1373,240004749,MK01,96.47,A
1374,240002456,MK04,89.22,B+
1375,240003760,MK01,91.43,B
1376,240002531,MK05,95.1,B+
1377,240004910,MK08,74.82,C
1378,240003701,MK02,86.13,B
1379,240002600,MK02,76.85,A
1380,240001757,MK02,61.64,B
1381,240001815,MK03,62.44,B
1382,240000916,MK06,66.88,B+
1383,240003868,MK10,67.3,B+
1384,240002598,MK08,98.2,C
1385,240000760,MK06,80.98,C
1386,240002989,MK01,90.59,A
1387,240000786,MK06,79.57,B
1388,240000648,MK03,63.54,A
1389,240000522,MK04,82.03,B+
1390,240003072,MK08,87.45,A
1391,240001941,MK07,83.85,B+
1392,240001042,MK08,90.79,A
1393,240003287,MK08,93.96,B+
1394,240003885,MK01,93.32,A
1395,240003393,MK08,76.99,A
1396,240004070,MK06,85.51,B
1397,240003957,MK05,91.5,C
1398,240000421,MK09,97.91,B+
1399,240003516,MK01,65.0,C
1400,240001911,MK09,73.41,B+
1401,240002309,MK08,89.21,B
1402,240003904,MK08,77.45,B
1403,240002232,MK05,63.16,C
1404,240001605,MK01,85.82,A
1405,240000205,MK08,90.77,C
1406,240000120,MK10,99.24,A
1407,240001971,MK09,76.39,B
1408,240002488,MK07,79.61,C
1409,240000931,MK10,88.24,A
1410,240001767,MK10,67.03,B
1411,240002957,MK05,99.36,A
1412,240001884,MK05,87.43,B
1413,240004863,MK09,86.02,A
1414,240000483,MK09,87.1,C
1415,240002504,MK02,84.19,B
1416,240000831,MK09,61.62,B+
1417,240002018,MK07,94.49,B+
1418,240001542,MK10,69.78,B+
1419,240003677,MK10,63.63,B+
1420,240004297,MK04,77.82,B+
1421,240001923,MK02,69.29,B
1422,240004682,MK01,79.88,B
1423,240000728,MK09,98.37,C
1424,240001343,MK09,64.04,B
1425,240003717,MK10,68.2,B+
1426,240004725,MK02,91.53,A
1427,240002957,MK10,92.47,B+
1428,240002485,MK05,80.67,A
1429,240002990,MK05,99.18,C
1430,240000235,MK08,65.97,A
1431,240000085,MK09,68.76,B
1432,240000597,MK06,84.44,B+
1433,240000121,MK03,99.03,B
1434,240003180,MK04,88.04,B+
1435,240001585,MK03,68.51,A
1436,240001618,MK09,87.32,C
1437,240002785,MK03,87.28,B
1438,240001564,MK02,68.46,A
1439,240004519,MK10,77.82,C
1440,240000651,MK02,94.47,A
1441,240001361,MK03,93.38,A
1442,240000444,MK07,73.53,A
1443,240000780,MK07,75.28,B+
1444,240003340,MK08,96.47,A
1445,240004834,MK01,92.7,A
1446,240002140,MK06,88.47,A
1447,240004389,MK08,64.16,A
1448,240002627,MK07,99.86,B+
1449,240003231,MK10,60.16,B
1450,240000990,MK10,93.39,B+
1451,240000108,MK01,61.74,B+
1452,240003928,MK01,60.59,B
1453,240001799,MK04,87.15,B+
1454,240003663,MK10,92.69,A
1455,240000681,MK07,74.43,B
1456,240004283,MK02,89.86,C
1457,240004900,MK01,60.25,A
1458,240004747,MK06,85.67,B+
1459,240000909,MK04,70.1,B
1460,240000216,MK02,66.55,A
1461,240000247,MK05,64.83,C
1462,240002154,MK05,96.78,B
1463,240004304,MK06,72.48,A
1464,240001253,MK08,87.69,C
1465,240003887,MK03,90.3,A
1466,240001664,MK09,76.68,B+
1467,240000495,MK07,75.98,A
1468,240002524,MK03,77.46,B
1469,240003740,MK06,79.58,C
1470,240001548,MK10,70.79,B
1471,240003922,MK10,88.16,A
1472,240000191,MK06,74.87,B+
1473,240004650,MK05,90.01,A
1474,240000824,MK08,97.92,A
1475,240004188,MK10,91.97,A
1476,240002418,MK01,61.35,B+
1477,240001315,MK09,64.32,B
1478,240001393,MK10,71.05,B
1479,240001343,MK06,72.92,B+
1480,240001019,MK10,95.92,A
1481,240000383,MK04,99.71,B
1482,240003426,MK07,69.36,B
1483,240001444,MK06,69.41,A
1484,240001982,MK07,84.78,C
1485,240001778,MK06,91.19,B+
1486,240001767,MK09,77.85,B
1487,240002183,MK03,78.61,C
1488,240002694,MK01,68.81,B+
1489,240001018,MK06,85.64,B+
1490,240003919,MK03,86.18,C
1491,240003614,MK08,64.67,B+
1492,240004888,MK08,85.8,C
1493,240004531,MK10,92.82,B+
1494,240000401,MK01,73.01,A
1495,240003704,MK07,64.74,B
1496,240003256,MK07,60.64,B+
1497,240000034,MK01,82.19,B
1498,240001162,MK08,98.05,A
1499,240001145,MK08,95.42,B+
1500,240003165,MK07,87.27,A
1501,240002978,MK02,97.93,C
1502,240000459,MK02,89.09,B
1503,240002299,MK10,60.33,B
1504,240001563,MK03,76.75,A
1505,240002666,MK02,60.76,B
1506,240000826,MK10,68.04,C
1507,240000491,MK07,64.28,A
1508,240004432,MK03,85.26,B
1509,240003849,MK02,68.69,C
1510,240001986,MK07,95.3,B
1511,240004707,MK06,72.35,C
1512,240003699,MK09,88.8,A
1513,240001074,MK06,78.09,B+
1514,240003900,MK02,86.96,B+
1515,240000713,MK03,70.11,C
1516,240003483,MK09,92.54,B
1517,240003866,MK05,83.33,A
1518,240002978,MK01,97.02,A
1519,240000431,MK05,99.32,B+
1520,240001473,MK08,96.94,A
1521,240001634,MK07,63.26,A
1522,240002161,MK08,82.93,B
1523,240003588,MK03,65.39,B
1524,240002330,MK01,62.27,B+
1525,240003464,MK09,86.0,A
1526,240001660,MK07,96.55,C
1527,240003592,MK04,64.93,A
1528,240002610,MK06,67.0,A
1529,240002615,MK05,70.57,B
1530,240004783,MK08,70.99,A
1531,240003941,MK06,65.67,B
1532,240002186,MK08,84.77,B+
1533,240002435,MK01,75.89,B
1534,240002734,MK04,91.05,A
1535,240002056,MK09,85.32,C
1536,240001037,MK08,86.95,A
1537,240003871,MK09,82.83,A
1538,240001299,MK05,83.06,B+
1539,240000831,MK07,91.34,C
1540,240004937,MK08,89.23,C
1541,240004724,MK03,87.17,B
1542,240001332,MK04,65.84,A
1543,240003387,MK06,89.25,A
1544,240000579,MK05,80.08,B
1545,240001194,MK08,66.73,A
1546,240000793,MK04,96.84,B
1547,240004858,MK01,77.97,B
1548,240003981,MK05,85.89,B
1549,240001637,MK03,74.31,B
1550,240003570,MK03,73.96,B
1551,240001655,MK02,92.87,A
1552,240000741,MK05,89.2,B
1553,240004712,MK05,65.45,B
1554,240003071,MK08,64.46,C
1555,240003556,MK02,62.94,B+
1556,240004835,MK06,80.32,B
1557,240004858,MK04,77.48,A
1558,240003402,MK02,76.32,A
1559,240002114,MK10,60.91,A
1560,240000708,MK05,75.08,B+
1561,240001478,MK01,94.84,B
1562,240000280,MK06,90.93,A
1563,240002453,MK01,74.6,A
1564,240004015,MK01,69.2,B
1565,240003381,MK08,95.52,A
1566,240002904,MK02,78.53,B+
1567,240004611,MK02,82.52,B+
1568,240002789,MK09,91.61,B
1569,240001816,MK01,84.7,B+
1570,240001338,MK09,99.12,B+
1571,240003551,MK01,85.94,A
1572,240003864,MK04,85.85,B+
1573,240003700,MK08,96.66,C
1574,240002822,MK10,97.99,B
1575,240001285,MK01,80.2,A
1576,240002217,MK03,65.85,B
1577,240002448,MK02,96.71,A
1578,240001940,MK03,69.34,C
1579,240002799,MK09,71.42,C
1580,240000456,MK08,74.88,B+
1581,240004902,MK01,71.74,C
1582,240001277,MK04,86.85,A
1583,240000027,MK02,63.03,C
1584,240004383,MK06,78.32,C
1585,240001123,MK09,68.53,C
1586,240004016,MK07,82.89,C
1587,240003840,MK08,66.03,C
1588,240002463,MK07,89.34,B
1589,240004452,MK02,70.03,C
1590,240001263,MK01,68.11,B
1591,240002831,MK02,70.6,C
1592,240000208,MK07,91.53,A
1593,240000004,MK05,89.53,A
1594,240002449,MK09,60.82,A
1595,240003743,MK01,79.4,B+
1596,240004766,MK05,66.07,B+
1597,240003799,MK07,72.13,A
1598,240001725,MK08,92.17,C
1599,240001391,MK06,98.5,B
1600,240002423,MK01,89.67,B
1601,240001611,MK03,82.92,B+
1602,240000734,MK08,96.68,C
1603,240004065,MK01,96.76,C
1604,240000790,MK10,88.12,A
1605,240002640,MK09,66.69,B
1606,240004645,MK09,98.07,C
1607,240004753,MK02,87.41,C
1608,240002477,MK02,67.35,B+
1609,240004714,MK08,74.0,A
1610,240003215,MK08,79.84,B+
1611,240003979,MK08,77.32,C
1612,240003801,MK01,77.79,B
1613,240000643,MK03,95.66,C
1614,240000673,MK08,86.38,C
1615,240003589,MK06,98.99,A
1616,240000818,MK09,65.77,C
1617,240003775,MK02,62.59,A
1618,240000913,MK09,72.11,A
1619,240004814,MK08,87.1,B+
1620,240001711,MK06,97.06,B
1621,240002156,MK01,95.67,B
1622,240004885,MK10,98.63,A
1623,240003729,MK01,61.81,A
1624,240003953,MK10,95.62,B
1625,240001334,MK04,87.34,C
1626,240002574,MK05,82.22,A
1627,240002526,MK04,82.2,B+
1628,240000698,MK09,86.33,C
1629,240003490,MK02,61.72,B
1630,240004909,MK06,87.05,B+
1631,240000741,MK06,99.95,C
1632,240003532,MK01,65.45,B
1633,240003546,MK04,96.51,B+
1634,240000530,MK03,66.73,C
1635,240004969,MK10,88.45,B
1636,240000622,MK10,78.71,A
1637,240004368,MK01,97.8,C
1638,240003905,MK07,83.99,B+
1639,240002703,MK10,69.28,B
1640,240002296,MK07,89.09,C
1641,240004997,MK10,68.36,B+
1642,240003844,MK07,78.09,C
1643,240001926,MK03,83.13,B
1644,240000337,MK09,82.35,A
1645,240001213,MK07,99.89,B
1646,240003474,MK09,81.95,B
1647,240000951,MK05,93.86,B+
1648,240001894,MK04,73.89,A
1649,240000710,MK06,65.5,B+
1650,240004969,MK10,67.37,C
1651,240003042,MK01,71.07,B+
1652,240004657,MK05,94.65,C
1653,240001249,MK07,85.02,C
1654,240000577,MK03,85.23,A
1655,240002551,MK07,78.02,B
1656,240002440,MK07,82.2,A
1657,240001464,MK08,78.04,B
1658,240002967,MK03,83.2,B
1659,240003490,MK03,60.01,A
1660,240000805,MK10,66.4,A
1661,240001555,MK10,80.89,B+
1662,240003337,MK08,84.94,B+
1663,240004977,MK06,89.38,B+
1664,240000312,MK03,86.38,C
1665,240003923,MK07,96.11,B
1666,240001823,MK01,99.06,B+
1667,240001372,MK03,78.36,B+
1668,240000174,MK04,70.76,B
1669,240004334,MK01,94.7,A
1670,240002304,MK09,66.03,B+
1671,240003655,MK01,76.3,A
1672,240001289,MK02,85.37,B
1673,240003066,MK09,83.98,C
1674,240001739,MK06,93.15,C
1675,240002850,MK07,65.39,B
