id_krs,nim,kode_matakuliah,semester
665,240001414,MK07,Gasal 2023/2024
666,240002035,MK08,Gasal 2023/2024
667,240004126,MK05,Gasal 2023/2024
668,240005529,MK06,Gasal 2023/2024
669,240006795,MK06,Gasal 2023/2024
670,240000715,MK05,Gasal 2023/2024
671,240006909,MK09,Gasal 2023/2024
672,240003756,MK06,Gasal 2023/2024
673,240001820,MK09,Gasal 2023/2024
674,240004096,MK10,Gasal 2023/2024
675,240006922,MK05,Gasal 2023/2024
676,240005457,MK06,Gasal 2023/2024
677,240003803,MK01,Gasal 2023/2024
678,240002376,MK08,Gasal 2023/2024
679,240001620,MK09,Gasal 2023/2024
680,240003846,MK02,Gasal 2023/2024
681,240004155,MK10,Gasal 2023/2024
682,240007041,MK07,Gasal 2023/2024
683,240001702,MK08,Gasal 2023/2024
684,240000133,MK01,Gasal 2023/2024
685,240002089,MK05,Gasal 2023/2024
686,240002030,MK01,Gasal 2023/2024
687,240000559,MK02,Gasal 2023/2024
688,240004089,MK07,Gasal 2023/2024
689,240004152,MK05,Gasal 2023/2024
690,240001554,MK02,Gasal 2023/2024
691,240006324,MK09,Gasal 2023/2024
692,240003922,MK05,Gasal 2023/2024
693,240002660,MK10,Gasal 2023/2024
694,240000374,MK04,Gasal 2023/2024
695,240003645,MK09,Gasal 2023/2024
696,240004317,MK08,Gasal 2023/2024
697,240005331,MK06,Gasal 2023/2024
698,240005442,MK03,Gasal 2023/2024
699,240004557,MK01,Gasal 2023/2024
700,240004767,MK10,Gasal 2023/2024
701,240002548,MK08,Gasal 2023/2024
702,240003132,MK07,Gasal 2023/2024
703,240001915,MK07,Gasal 2023/2024
704,240001614,MK02,Gasal 2023/2024
705,240004352,MK05,Gasal 2023/2024
706,240003498,MK01,Gasal 2023/2024
707,240001758,MK08,Gasal 2023/2024
708,240003404,MK02,Gasal 2023/2024
709,240003727,MK01,Gasal 2023/2024
710,240006371,MK08,Gasal 2023/2024
711,240006797,MK03,Gasal 2023/2024
712,240000326,MK06,Gasal 2023/2024
713,240002733,MK02,Gasal 2023/2024
714,240002554,MK03,Gasal 2023/2024
715,240001207,MK06,Gasal 2023/2024
716,240000659,MK08,Gasal 2023/2024
717,240001593,MK08,Gasal 2023/2024
718,240000005,MK05,Gasal 2023/2024
719,240006040,MK04,Gasal 2023/2024
720,240003726,MK07,Gasal 2023/2024
721,240000860,MK09,Gasal 2023/2024
722,240003642,MK01,Gasal 2023/2024
723,240003927,MK05,Gasal 2023/2024
724,240000444,MK04,Gasal 2023/2024
725,240001571,MK07,Gasal 2023/2024
726,240003929,MK06,Gasal 2023/2024
727,240002406,MK07,Gasal 2023/2024
728,240004901,MK08,Gasal 2023/2024
729,240001213,MK02,Gasal 2023/2024
730,240002412,MK01,Gasal 2023/2024
731,240004242,MK09,Gasal 2023/2024
732,240001564,MK03,Gasal 2023/2024
733,240004143,MK10,Gasal 2023/2024
734,240002802,MK05,Gasal 2023/2024
735,240005061,MK07,Gasal 2023/2024
736,240002814,MK07,Gasal 2023/2024
737,240004756,MK10,Gasal 2023/2024
738,240007120,MK10,Gasal 2023/2024
739,240000923,MK09,Gasal 2023/2024
740,240002929,MK03,Gasal 2023/2024
741,240007024,MK10,Gasal 2023/2024
742,240002967,MK09,Gasal 2023/2024
743,240000984,MK01,Gasal 2023/2024
744,240003274,MK06,Gasal 2023/2024
745,240001694,MK01,Gasal 2023/2024
746,240007095,MK09,Gasal 2023/2024
747,240001529,MK03,Gasal 2023/2024
748,240005054,MK04,Gasal 2023/2024
749,240001272,MK06,Gasal 2023/2024
750,240006580,MK01,Gasal 2023/2024
751,240004697,MK07,Gasal 2023/2024
752,240001733,MK08,Gasal 2023/2024
753,240003317,MK06,Gasal 2023/2024
754,240000255,MK05,Gasal 2023/2024
755,240005635,MK05,Gasal 2023/2024
756,240001356,MK06,Gasal 2023/2024
757,240006681,MK03,Gasal 2023/2024
758,240000917,MK01,Gasal 2023/2024
759,240005874,MK06,Gasal 2023/2024
760,240006782,MK08,Gasal 2023/2024
761,240003515,MK05,Gasal 2023/2024
762,240002721,MK09,Gasal 2023/2024
763,240000433,MK07,Gasal 2023/2024
764,240006338,MK09,Gasal 2023/2024
765,240001966,MK02,Gasal 2023/2024
766,240005033,MK09,Gasal 2023/2024
767,240002491,MK07,Gasal 2023/2024
768,240004599,MK04,Gasal 2023/2024
769,240005438,MK03,Gasal 2023/2024
770,240000780,MK10,Gasal 2023/2024
771,240005634,MK07,Gasal 2023/2024
772,240001082,MK05,Gasal 2023/2024
773,240004371,MK06,Gasal 2023/2024
774,240000405,MK10,Gasal 2023/2024
775,240006647,MK08,Gasal 2023/2024
776,240006297,MK06,Gasal 2023/2024
777,240000787,MK10,Gasal 2023/2024
778,240005643,MK08,Gasal 2023/2024
779,240003433,MK04,Gasal 2023/2024
780,240004767,MK07,Gasal 2023/2024
781,240000857,MK04,Gasal 2023/2024
782,240002002,MK08,Gasal 2023/2024
783,240001624,MK02,Gasal 2023/2024
784,240000658,MK03,Gasal 2023/2024
785,240004434,MK06,Gasal 2023/2024
786,240001171,MK06,Gasal 2023/2024
787,240001921,MK05,Gasal 2023/2024
788,240002106,MK10,Gasal 2023/2024
789,240006538,MK10,Gasal 2023/2024
790,240001962,MK01,Gasal 2023/2024
791,240002369,MK04,Gasal 2023/2024
792,240004329,MK08,Gasal 2023/2024
793,240003933,MK08,Gasal 2023/2024
794,240000764,MK01,Gasal 2023/2024
795,240003725,MK01,Gasal 2023/2024
796,240000636,MK08,Gasal 2023/2024
797,240005988,MK09,Gasal 2023/2024
798,240002695,MK08,Gasal 2023/2024
799,240005287,MK10,Gasal 2023/2024
800,240003835,MK02,Gasal 2023/2024
801,240007164,MK09,Gasal 2023/2024
802,240002474,MK01,Gasal 2023/2024
803,240006255,MK09,Gasal 2023/2024
804,240001286,MK04,Gasal 2023/2024
805,240000086,MK09,Gasal 2023/2024
806,240002612,MK10,Gasal 2023/2024
807,240003279,MK06,Gasal 2023/2024
808,240000383,MK07,Gasal 2023/2024
809,240000913,MK08,Gasal 2023/2024
810,240007105,MK06,Gasal 2023/2024
811,240001514,MK05,Gasal 2023/2024
812,240005122,MK02,Gasal 2023/2024
813,240004365,MK04,Gasal 2023/2024
814,240004784,MK01,Gasal 2023/2024
815,240001117,MK06,Gasal 2023/2024
816,240001309,MK08,Gasal 2023/2024
817,240000727,MK08,Gasal 2023/2024
818,240003751,MK08,Gasal 2023/2024
819,240001283,MK02,Gasal 2023/2024
820,240005219,MK01,Gasal 2023/2024
821,240003276,MK03,Gasal 2023/2024
822,240002715,MK02,Gasal 2023/2024
823,240000854,MK08,Gasal 2023/2024
824,240004523,MK10,Gasal 2023/2024
825,240002077,MK05,Gasal 2023/2024
826,240002804,MK08,Gasal 2023/2024
827,240002735,MK04,Gasal 2023/2024
828,240005404,MK10,Gasal 2023/2024
829,240004556,MK05,Gasal 2023/2024
830,240006316,MK08,Gasal 2023/2024
831,240006672,MK07,Gasal 2023/2024
832,240001955,MK09,Gasal 2023/2024
833,240005410,MK02,Gasal 2023/2024
834,240003854,MK07,Gasal 2023/2024
835,240001076,MK05,Gasal 2023/2024
836,240000348,MK04,Gasal 2023/2024
837,240003166,MK10,Gasal 2023/2024
838,240001693,MK02,Gasal 2023/2024
839,240002934,MK01,Gasal 2023/2024
840,240005309,MK08,Gasal 2023/2024
841,240006466,MK08,Gasal 2023/2024
842,240003929,MK09,Gasal 2023/2024
843,240003006,MK08,Gasal 2023/2024
844,240004490,MK06,Gasal 2023/2024
845,240005156,MK03,Gasal 2023/2024
846,240002954,MK05,Gasal 2023/2024
847,240000758,MK02,Gasal 2023/2024
848,240003497,MK05,Gasal 2023/2024
849,240002095,MK05,Gasal 2023/2024
850,240006071,MK07,Gasal 2023/2024
851,240005355,MK09,Gasal 2023/2024
852,240001727,MK02,Gasal 2023/2024
853,240004567,MK03,Gasal 2023/2024
854,240002538,MK02,Gasal 2023/2024
855,240006620,MK07,Gasal 2023/2024
856,240005586,MK09,Gasal 2023/2024
857,240001751,MK02,Gasal 2023/2024
858,240004614,MK03,Gasal 2023/2024
859,240003025,MK10,Gasal 2023/2024
860,240001840,MK01,Gasal 2023/2024
861,240000088,MK09,Gasal 2023/2024
862,240000554,MK01,Gasal 2023/2024
863,240003100,MK02,Gasal 2023/2024
864,240002187,MK03,Gasal 2023/2024
865,240001419,MK04,Gasal 2023/2024
866,240001519,MK02,Gasal 2023/2024
867,240002123,MK05,Gasal 2023/2024
868,240006959,MK04,Gasal 2023/2024
869,240002219,MK08,Gasal 2023/2024
870,240003803,MK09,Gasal 2023/2024
871,240001385,MK05,Gasal 2023/2024
872,240004237,MK02,Gasal 2023/2024
873,240003389,MK08,Gasal 2023/2024
874,240004490,MK02,Gasal 2023/2024
875,240003518,MK08,Gasal 2023/2024
876,240001480,MK03,Gasal 2023/2024
877,240003336,MK08,Gasal 2023/2024
878,240006230,MK04,Gasal 2023/2024
879,240002710,MK04,Gasal 2023/2024
880,240006620,MK09,Gasal 2023/2024
881,240003871,MK06,Gasal 2023/2024
882,240004830,MK03,Gasal 2023/2024
883,240006864,MK05,Gasal 2023/2024
884,240005955,MK04,Gasal 2023/2024
885,240001311,MK06,Gasal 2023/2024
886,240005313,MK05,Gasal 2023/2024
887,240004381,MK01,Gasal 2023/2024
888,240004631,MK08,Gasal 2023/2024
889,240003344,MK02,Gasal 2023/2024
890,240003539,MK03,Gasal 2023/2024
891,240002537,MK02,Gasal 2023/2024
892,240000750,MK09,Gasal 2023/2024
893,240001597,MK05,Gasal 2023/2024
894,240006673,MK05,Gasal 2023/2024
895,240005194,MK02,Gasal 2023/2024
896,240003935,MK05,Gasal 2023/2024
897,240002881,MK09,Gasal 2023/2024
898,240005635,MK05,Gasal 2023/2024
899,240003594,MK07,Gasal 2023/2024
900,240002290,MK08,Gasal 2023/2024
901,240005064,MK02,Gasal 2023/2024
902,240004491,MK03,Gasal 2023/2024
903,240000415,MK09,Gasal 2023/2024
904,240002252,MK03,Gasal 2023/2024
905,240002678,MK01,Gasal 2023/2024
906,240002342,MK05,Gasal 2023/2024
907,240001022,MK02,Gasal 2023/2024
908,240002418,MK02,Gasal 2023/2024
909,240005797,MK03,Gasal 2023/2024
910,240000935,MK08,Gasal 2023/2024
911,240001912,MK09,Gasal 2023/2024
912,240004939,MK03,Gasal 2023/2024
913,240002341,MK01,Gasal 2023/2024
914,240006092,MK05,Gasal 2023/2024
915,240004429,MK04,Gasal 2023/2024
916,240005750,MK06,Gasal 2023/2024
917,240003455,MK08,Gasal 2023/2024
918,240000547,MK05,Gasal 2023/2024
919,240004356,MK01,Gasal 2023/2024
920,240001079,MK10,Gasal 2023/2024
921,240004921,MK09,Gasal 2023/2024
922,240007055,MK09,Gasal 2023/2024
923,240002723,MK06,Gasal 2023/2024
924,240004833,MK03,Gasal 2023/2024
925,240004469,MK06,Gasal 2023/2024
926,240004751,MK07,Gasal 2023/2024
927,240001020,MK01,Gasal 2023/2024
928,240002760,MK01,Gasal 2023/2024
929,240007169,MK03,Gasal 2023/2024
930,240005360,MK07,Gasal 2023/2024
931,240002619,MK10,Gasal 2023/2024
932,240004146,MK04,Gasal 2023/2024
933,240004015,MK02,Gasal 2023/2024
934,240002066,MK07,Gasal 2023/2024
935,240000208,MK05,Gasal 2023/2024
936,240000766,MK09,Gasal 2023/2024
937,240003817,MK06,Gasal 2023/2024
938,240005807,MK05,Gasal 2023/2024
939,240001459,MK01,Gasal 2023/2024
940,240004237,MK03,Gasal 2023/2024
941,240003660,MK03,Gasal 2023/2024
942,240001297,MK05,Gasal 2023/2024
943,240001591,MK04,Gasal 2023/2024
944,240006469,MK06,Gasal 2023/2024
945,240001156,MK10,Gasal 2023/2024
946,240002964,MK08,Gasal 2023/2024
947,240001165,MK01,Gasal 2023/2024
948,240001043,MK05,Gasal 2023/2024
949,240004426,MK02,Gasal 2023/2024
950,240003451,MK03,Gasal 2023/2024
951,240004321,MK04,Gasal 2023/2024
952,240001385,MK07,Gasal 2023/2024
953,240004689,MK02,Gasal 2023/2024
954,240004919,MK02,Gasal 2023/2024
955,240006225,MK03,Gasal 2023/2024
956,240005513,MK07,Gasal 2023/2024
957,240004847,MK02,Gasal 2023/2024
958,240002491,MK09,Gasal 2023/2024
959,240000967,MK05,Gasal 2023/2024
960,240003100,MK09,Gasal 2023/2024
961,240006727,MK06,Gasal 2023/2024
962,240001579,MK08,Gasal 2023/2024
963,240003311,MK05,Gasal 2023/2024
964,240002382,MK06,Gasal 2023/2024
965,240001079,MK10,Gasal 2023/2024
966,240000856,MK01,Gasal 2023/2024
967,240001066,MK02,Gasal 2023/2024
968,240001712,MK04,Gasal 2023/2024
969,240005072,MK08,Gasal 2023/2024
970,240000888,MK10,Gasal 2023/2024
971,240004079,MK03,Gasal 2023/2024
972,240006819,MK02,Gasal 2023/2024
973,240004065,MK09,Gasal 2023/2024
974,240000728,MK06,Gasal 2023/2024
975,240002635,MK07,Gasal 2023/2024
976,240004515,MK07,Gasal 2023/2024
977,240007044,MK05,Gasal 2023/2024
978,240002940,MK01,Gasal 2023/2024
979,240003118,MK08,Gasal 2023/2024
980,240002065,MK08,Gasal 2023/2024
981,240003983,MK10,Gasal 2023/2024
982,240006471,MK05,Gasal 2023/2024
983,240004060,MK09,Gasal 2023/2024
984,240002647,MK04,Gasal 2023/2024
985,240005700,MK07,Gasal 2023/2024
986,240004192,MK10,Gasal 2023/2024
987,240001671,MK06,Gasal 2023/2024
988,240002334,MK07,Gasal 2023/2024
989,240003217,MK06,Gasal 2023/2024
990,240006065,MK10,Gasal 2023/2024
991,240001189,MK01,Gasal 2023/2024
992,240003791,MK01,Gasal 2023/2024
993,240000166,MK07,Gasal 2023/2024
994,240005807,MK03,Gasal 2023/2024
995,240003805,MK01,Gasal 2023/2024
996,240000664,MK04,Gasal 2023/2024
997,240006870,MK04,Gasal 2023/2024
998,240001086,MK06,Gasal 2023/2024
999,240002092,MK03,Gasal 2023/2024
1000,240003987,MK06,Gasal 2023/2024
1001,240003490,MK10,Gasal 2023/2024
1002,240002029,MK01,Gasal 2023/2024
1003,240003430,MK10,Gasal 2023/2024
1004,240001996,MK06,Gasal 2023/2024
1005,240001806,MK07,Gasal 2023/2024
1006,240000405,MK10,Gasal 2023/2024
1007,240006547,MK08,Gasal 2023/2024
1008,240004474,MK07,Gasal 2023/2024
1009,240001673,MK06,Gasal 2023/2024
1010,240004763,MK09,Gasal 2023/2024
1011,240005250,MK05,Gasal 2023/2024
1012,240001936,MK01,Gasal 2023/2024
1013,240000126,MK08,Gasal 2023/2024
1014,240004711,MK04,Gasal 2023/2024
1015,240005506,MK10,Gasal 2023/2024
1016,240005283,MK05,Gasal 2023/2024
1017,240002850,MK07,Gasal 2023/2024
1018,240003498,MK01,Gasal 2023/2024
1019,240001032,MK04,Gasal 2023/2024
1020,240002809,MK04,Gasal 2023/2024
1021,240000961,MK07,Gasal 2023/2024
1022,240003629,MK03,Gasal 2023/2024
1023,240001381,MK02,Gasal 2023/2024
1024,240002178,MK07,Gasal 2023/2024
1025,240003187,MK06,Gasal 2023/2024
1026,240003044,MK06,Gasal 2023/2024
1027,240005562,MK05,Gasal 2023/2024
1028,240000743,MK03,Gasal 2023/2024
1029,240001806,MK06,Gasal 2023/2024
1030,240003909,MK07,Gasal 2023/2024
1031,240004700,MK03,Gasal 2023/2024
1032,240003148,MK09,Gasal 2023/2024
1033,240004833,MK03,Gasal 2023/2024
1034,240001309,MK10,Gasal 2023/2024
1035,240000560,MK07,Gasal 2023/2024
1036,240001770,MK09,Gasal 2023/2024
1037,240002435,MK08,Gasal 2023/2024
1038,240007097,MK04,Gasal 2023/2024
1039,240004955,MK02,Gasal 2023/2024
1040,240006114,MK04,Gasal 2023/2024
1041,240003272,MK04,Gasal 2023/2024
1042,240004634,MK01,Gasal 2023/2024
1043,240003470,MK03,Gasal 2023/2024
1044,240002717,MK01,Gasal 2023/2024
1045,240006038,MK02,Gasal 2023/2024
1046,240002002,MK08,Gasal 2023/2024
1047,240004021,MK02,Gasal 2023/2024
1048,240002927,MK09,Gasal 2023/2024
1049,240001442,MK08,Gasal 2023/2024
1050,240001509,MK09,Gasal 2023/2024
1051,240002550,MK06,Gasal 2023/2024
1052,240005745,MK09,Gasal 2023/2024
1053,240003333,MK03,Gasal 2023/2024
1054,240003905,MK05,Gasal 2023/2024
1055,240005041,MK09,Gasal 2023/2024
1056,240004328,MK08,Gasal 2023/2024
1057,240003635,MK01,Gasal 2023/2024
1058,240002875,MK08,Gasal 2023/2024
1059,240003477,MK02,Gasal 2023/2024
1060,240004935,MK10,Gasal 2023/2024
1061,240004961,MK08,Gasal 2023/2024
1062,240002039,MK02,Gasal 2023/2024
1063,240000727,MK05,Gasal 2023/2024
1064,240006297,MK02,Gasal 2023/2024
1065,240000677,MK06,Gasal 2023/2024
1066,240004399,MK09,Gasal 2023/2024
1067,240002245,MK03,Gasal 2023/2024
1068,240005209,MK10,Gasal 2023/2024
1069,240001637,MK04,Gasal 2023/2024
1070,240002541,MK09,Gasal 2023/2024
1071,240001603,MK09,Gasal 2023/2024
1072,240003961,MK03,Gasal 2023/2024
1073,240003403,MK08,Gasal 2023/2024
1074,240006502,MK06,Gasal 2023/2024
1075,240003213,MK03,Gasal 2023/2024
1076,240001247,MK05,Gasal 2023/2024
1077,240002957,MK02,Gasal 2023/2024
1078,240002219,MK08,Gasal 2023/2024
1079,240003448,MK05,Gasal 2023/2024
1080,240003621,MK04,Gasal 2023/2024
1081,240001972,MK09,Gasal 2023/2024
1082,240005896,MK01,Gasal 2023/2024
1083,240002035,MK05,Gasal 2023/2024
1084,240004853,MK04,Gasal 2023/2024
1085,240003113,MK02,Gasal 2023/2024
1086,240004649,MK06,Gasal 2023/2024
1087,240002426,MK06,Gasal 2023/2024
1088,240001896,MK01,Gasal 2023/2024
1089,240004822,MK04,Gasal 2023/2024
1090,240003707,MK01,Gasal 2023/2024
1091,240001593,MK05,Gasal 2023/2024
1092,240002706,MK01,Gasal 2023/2024
1093,240004164,MK01,Gasal 2023/2024
1094,240004744,MK05,Gasal 2023/2024
1095,240006777,MK06,Gasal 2023/2024
1096,240000798,MK09,Gasal 2023/2024
1097,240004193,MK10,Gasal 2023/2024
1098,240005830,MK05,Gasal 2023/2024
1099,240004767,MK04,Gasal 2023/2024
1100,240002862,MK04,Gasal 2023/2024
1101,240000493,MK01,Gasal 2023/2024
1102,240002134,MK01,Gasal 2023/2024
1103,240003935,MK01,Gasal 2023/2024
1104,240004195,MK04,Gasal 2023/2024
1105,240000681,MK08,Gasal 2023/2024
1106,240001860,MK10,Gasal 2023/2024
1107,240006218,MK04,Gasal 2023/2024
1108,240003922,MK05,Gasal 2023/2024
1109,240002628,MK06,Gasal 2023/2024
1110,240004206,MK03,Gasal 2023/2024
1111,240006307,MK09,Gasal 2023/2024
1112,240004091,MK07,Gasal 2023/2024
1113,240002998,MK07,Gasal 2023/2024
1114,240003539,MK03,Gasal 2023/2024
1115,240006184,MK03,Gasal 2023/2024
1116,240002672,MK08,Gasal 2023/2024
1117,240004328,MK07,Gasal 2023/2024
1118,240002556,MK08,Gasal 2023/2024
1119,240002901,MK05,Gasal 2023/2024
1120,240005507,MK04,Gasal 2023/2024
1121,240003220,MK06,Gasal 2023/2024
1122,240003065,MK06,Gasal 2023/2024
1123,240000060,MK08,Gasal 2023/2024
1124,240005644,MK10,Gasal 2023/2024
1125,240004771,MK02,Gasal 2023/2024
1126,240004519,MK07,Gasal 2023/2024
1127,240003480,MK02,Gasal 2023/2024
1128,240000847,MK04,Gasal 2023/2024
1129,240006067,MK02,Gasal 2023/2024
1130,240002569,MK04,Gasal 2023/2024
1131,240001815,MK02,Gasal 2023/2024
1132,240006542,MK04,Gasal 2023/2024
1133,240000724,MK06,Gasal 2023/2024
1134,240000332,MK02,Gasal 2023/2024
1135,240006421,MK07,Gasal 2023/2024
1136,240004649,MK10,Gasal 2023/2024
1137,240001177,MK01,Gasal 2023/2024
1138,240004563,MK07,Gasal 2023/2024
1139,240004549,MK05,Gasal 2023/2024
1140,240006527,MK05,Gasal 2023/2024
1141,240006150,MK09,Gasal 2023/2024
1142,240004799,MK03,Gasal 2023/2024
1143,240000181,MK05,Gasal 2023/2024
1144,240006409,MK02,Gasal 2023/2024
1145,240002323,MK01,Gasal 2023/2024
1146,240001156,MK10,Gasal 2023/2024
1147,240000549,MK01,Gasal 2023/2024
1148,240005532,MK01,Gasal 2023/2024
1149,240002288,MK05,Gasal 2023/2024
1150,240000226,MK06,Gasal 2023/2024
1151,240004282,MK03,Gasal 2023/2024
1152,240006441,MK05,Gasal 2023/2024
1153,240004871,MK03,Gasal 2023/2024
1154,240002563,MK03,Gasal 2023/2024
1155,240003845,MK01,Gasal 2023/2024
1156,240002783,MK04,Gasal 2023/2024
1157,240005954,MK01,Gasal 2023/2024
1158,240000783,MK04,Gasal 2023/2024
1159,240001771,MK06,Gasal 2023/2024
1160,240000295,MK06,Gasal 2023/2024
1161,240001047,MK01,Gasal 2023/2024
1162,240003068,MK03,Gasal 2023/2024
1163,240002802,MK01,Gasal 2023/2024
1164,240001410,MK06,Gasal 2023/2024
1165,240000112,MK08,Gasal 2023/2024
1166,240003674,MK10,Gasal 2023/2024
1167,240003932,MK05,Gasal 2023/2024
1168,240004870,MK02,Gasal 2023/2024
1169,240006340,MK05,Gasal 2023/2024
1170,240004624,MK01,Gasal 2023/2024
1171,240003821,MK04,Gasal 2023/2024
1172,240001419,MK06,Gasal 2023/2024
1173,240002656,MK05,Gasal 2023/2024
1174,240000931,MK02,Gasal 2023/2024
1175,240005816,MK06,Gasal 2023/2024
1176,240005112,MK01,Gasal 2023/2024
1177,240004521,MK02,Gasal 2023/2024
1178,240002321,MK01,Gasal 2023/2024
1179,240000715,MK06,Gasal 2023/2024
1180,240002121,MK01,Gasal 2023/2024
1181,240005569,MK07,Gasal 2023/2024
1182,240004351,MK02,Gasal 2023/2024
1183,240004368,MK02,Gasal 2023/2024
1184,240004016,MK01,Gasal 2023/2024
1185,240001569,MK10,Gasal 2023/2024
1186,240000966,MK07,Gasal 2023/2024
1187,240003686,MK04,Gasal 2023/2024
1188,240001060,MK01,Gasal 2023/2024
1189,240003414,MK05,Gasal 2023/2024
1190,240002414,MK02,Gasal 2023/2024
1191,240004911,MK03,Gasal 2023/2024
1192,240002285,MK06,Gasal 2023/2024
1193,240000248,MK03,Gasal 2023/2024
1194,240000637,MK09,Gasal 2023/2024
1195,240001847,MK04,Gasal 2023/2024
1196,240003073,MK03,Gasal 2023/2024
1197,240002075,MK07,Gasal 2023/2024
1198,240007140,MK04,Gasal 2023/2024
1199,240005275,MK01,Gasal 2023/2024
1200,240002941,MK09,Gasal 2023/2024
1201,240000458,MK09,Gasal 2023/2024
1202,240002392,MK04,Gasal 2023/2024
1203,240002586,MK03,Gasal 2023/2024
1204,240002122,MK06,Gasal 2023/2024
1205,240003936,MK09,Gasal 2023/2024
1206,240002554,MK05,Gasal 2023/2024
1207,240006803,MK04,Gasal 2023/2024
1208,240000572,MK07,Gasal 2023/2024
1209,240001948,MK10,Gasal 2023/2024
1210,240003755,MK02,Gasal 2023/2024
1211,240003840,MK02,Gasal 2023/2024
1212,240000558,MK10,Gasal 2023/2024
1213,240000368,MK10,Gasal 2023/2024
1214,240003484,MK02,Gasal 2023/2024
1215,240005845,MK04,Gasal 2023/2024
1216,240003673,MK01,Gasal 2023/2024
1217,240002047,MK09,Gasal 2023/2024
1218,240005447,MK05,Gasal 2023/2024
1219,240001587,MK03,Gasal 2023/2024
1220,240000790,MK03,Gasal 2023/2024
1221,240002095,MK02,Gasal 2023/2024
1222,240002489,MK02,Gasal 2023/2024
1223,240000631,MK10,Gasal 2023/2024
1224,240005589,MK04,Gasal 2023/2024
1225,240005784,MK03,Gasal 2023/2024
1226,240001148,MK10,Gasal 2023/2024
1227,240007049,MK09,Gasal 2023/2024
1228,240006784,MK09,Gasal 2023/2024
1229,240003439,MK01,Gasal 2023/2024
1230,240003132,MK10,Gasal 2023/2024
1231,240006591,MK08,Gasal 2023/2024
1232,240002929,MK05,Gasal 2023/2024
1233,240000941,MK05,Gasal 2023/2024
1234,240002583,MK05,Gasal 2023/2024
1235,240000225,MK04,Gasal 2023/2024
1236,240007110,MK01,Gasal 2023/2024
1237,240006663,MK07,Gasal 2023/2024
1238,240003466,MK06,Gasal 2023/2024
1239,240005344,MK01,Gasal 2023/2024
1240,240006758,MK10,Gasal 2023/2024
1241,240001160,MK07,Gasal 2023/2024
1242,240001714,MK06,Gasal 2023/2024
1243,240001859,MK07,Gasal 2023/2024
1244,240004697,MK08,Gasal 2023/2024
1245,240007050,MK04,Gasal 2023/2024
1246,240006827,MK04,Gasal 2023/2024
1247,240002695,MK05,Gasal 2023/2024
1248,240004019,MK06,Gasal 2023/2024
1249,240003025,MK02,Gasal 2023/2024
1250,240002461,MK09,Gasal 2023/2024
1251,240001070,MK02,Gasal 2023/2024
1252,240004664,MK10,Gasal 2023/2024
1253,240002331,MK10,Gasal 2023/2024
1254,240004871,MK10,Gasal 2023/2024
1255,240002272,MK02,Gasal 2023/2024
1256,240002542,MK01,Gasal 2023/2024
1257,240001723,MK02,Gasal 2023/2024
1258,240000232,MK05,Gasal 2023/2024
1259,240000160,MK03,Gasal 2023/2024
1260,240000226,MK04,Gasal 2023/2024
1261,240006174,MK01,Gasal 2023/2024
1262,240003956,MK06,Gasal 2023/2024
1263,240001472,MK01,Gasal 2023/2024
1264,240003462,MK06,Gasal 2023/2024
1265,240002892,MK01,Gasal 2023/2024
1266,240004120,MK07,Gasal 2023/2024
1267,240004073,MK01,Gasal 2023/2024
1268,240004960,MK01,Gasal 2023/2024
1269,240002516,MK07,Gasal 2023/2024
1270,240005057,MK05,Gasal 2023/2024
1271,240002568,MK04,Gasal 2023/2024
1272,240001643,MK02,Gasal 2023/2024
1273,240004296,MK09,Gasal 2023/2024
1274,240002172,MK08,Gasal 2023/2024
1275,240005131,MK01,Gasal 2023/2024
1276,240005693,MK02,Gasal 2023/2024
1277,240003829,MK08,Gasal 2023/2024
1278,240002759,MK07,Gasal 2023/2024
1279,240001435,MK07,Gasal 2023/2024
1280,240004784,MK10,Gasal 2023/2024
1281,240005133,MK08,Gasal 2023/2024
1282,240007099,MK10,Gasal 2023/2024
1283,240004394,MK06,Gasal 2023/2024
1284,240002600,MK04,Gasal 2023/2024
1285,240000855,MK08,Gasal 2023/2024
1286,240005016,MK05,Gasal 2023/2024
1287,240000793,MK01,Gasal 2023/2024
1288,240001090,MK06,Gasal 2023/2024
1289,240000096,MK09,Gasal 2023/2024
1290,240005999,MK10,Gasal 2023/2024
1291,240003390,MK07,Gasal 2023/2024
1292,240003730,MK02,Gasal 2023/2024
1293,240006304,MK03,Gasal 2023/2024
1294,240004025,MK08,Gasal 2023/2024
1295,240005784,MK07,Gasal 2023/2024
1296,240000156,MK08,Gasal 2023/2024
1297,240003376,MK05,Gasal 2023/2024
1298,240003713,MK08,Gasal 2023/2024
1299,240002267,MK06,Gasal 2023/2024
1300,240006035,MK08,Gasal 2023/2024
1301,240005680,MK05,Gasal 2023/2024
1302,240006997,MK05,Gasal 2023/2024
1303,240002066,MK02,Gasal 2023/2024
1304,240004143,MK02,Gasal 2023/2024
1305,240004613,MK05,Gasal 2023/2024
1306,240000326,MK02,Gasal 2023/2024
1307,240002105,MK10,Gasal 2023/2024
1308,240001390,MK07,Gasal 2023/2024
1309,240003272,MK09,Gasal 2023/2024
1310,240000639,MK04,Gasal 2023/2024
1311,240001331,MK01,Gasal 2023/2024
1312,240000322,MK08,Gasal 2023/2024
1313,240004368,MK04,Gasal 2023/2024
1314,240000808,MK09,Gasal 2023/2024
