id_presensi,nim,kode_matakuliah,tanggal,status_kehadiran
1249,240000795,MK10,2026-05-07,Hadir
1250,240001182,MK07,2026-05-07,Hadir
1251,240001204,MK03,2026-05-07,Hadir
1252,240003759,MK01,2026-05-07,Hadir
1253,240001845,MK07,2026-05-07,Hadir
1254,240002059,MK05,2026-05-07,Hadir
1255,240004894,MK10,2026-05-07,Hadir
1256,240002238,MK01,2026-05-07,Hadir
1257,240004134,MK08,2026-05-07,Hadir
1258,240001318,MK01,2026-05-07,Hadir
1259,240000870,MK09,2026-05-07,Hadir
1260,240001240,MK07,2026-05-07,Hadir
1261,240003189,MK01,2026-05-07,Hadir
1262,240002292,MK01,2026-05-07,Hadir
1263,240000869,MK07,2026-05-07,Hadir
1264,240002305,MK08,2026-05-07,Hadir
1265,240004803,MK07,2026-05-07,Hadir
1266,240000741,MK02,2026-05-07,Hadir
1267,240003807,MK01,2026-05-07,Hadir
1268,240003643,MK07,2026-05-07,Hadir
1269,240001975,MK08,2026-05-07,Hadir
1270,240003028,MK02,2026-05-07,Hadir
1271,240000643,MK02,2026-05-07,Hadir
1272,240001714,MK07,2026-05-07,Hadir
1273,240002958,MK03,2026-05-07,Hadir
1274,240000088,MK02,2026-05-07,Hadir
1275,240001276,MK09,2026-05-07,Hadir
1276,240001930,MK05,2026-05-07,Hadir
1277,240002093,MK09,2026-05-07,Hadir
1278,240004200,MK05,2026-05-07,Hadir
1279,240000738,MK10,2026-05-07,Hadir
1280,240003176,MK03,2026-05-07,Hadir
1281,240002479,MK06,2026-05-07,Hadir
1282,240002504,MK02,2026-05-07,Hadir
1283,240003285,MK07,2026-05-07,Hadir
1284,240001565,MK03,2026-05-07,Hadir
1285,240001060,MK03,2026-05-07,Hadir
1286,240000331,MK07,2026-05-07,Hadir
1287,240003194,MK09,2026-05-07,Tidak Hadir
1288,240001505,MK09,2026-05-07,Hadir
1289,240003749,MK02,2026-05-07,Hadir
1290,240000859,MK03,2026-05-07,Hadir
1291,240004922,MK01,2026-05-07,Hadir
1292,240002505,MK01,2026-05-07,Tidak Hadir
1293,240002422,MK10,2026-05-07,Hadir
1294,240002004,MK06,2026-05-07,Hadir
1295,240000230,MK10,2026-05-07,Hadir
1296,240002874,MK07,2026-05-07,Hadir
1297,240001217,MK03,2026-05-07,Hadir
1298,240000639,MK05,2026-05-07,Hadir
1299,240002361,MK05,2026-05-07,Hadir
1300,240003980,MK07,2026-05-07,Tidak Hadir
1301,240001115,MK10,2026-05-07,Hadir
1302,240003713,MK05,2026-05-07,Hadir
1303,240002378,MK04,2026-05-07,Hadir
1304,240001947,MK09,2026-05-07,Hadir
1305,240002651,MK02,2026-05-07,Hadir
1306,240004884,MK06,2026-05-07,Tidak Hadir
1307,240004068,MK03,2026-05-07,Hadir
1308,240002560,MK10,2026-05-07,Hadir
1309,240000815,MK01,2026-05-07,Hadir
1310,240001927,MK06,2026-05-07,Hadir
1311,240000495,MK02,2026-05-07,Hadir
1312,240000536,MK10,2026-05-07,Hadir
1313,240003747,MK09,2026-05-07,Hadir
1314,240000350,MK03,2026-05-07,Hadir
1315,240000276,MK10,2026-05-07,Hadir
1316,240004475,MK10,2026-05-07,Hadir
1317,240003960,MK01,2026-05-07,Hadir
1318,240004061,MK01,2026-05-07,Hadir
1319,240004348,MK10,2026-05-07,Hadir
1320,240004982,MK09,2026-05-07,Hadir
1321,240004084,MK08,2026-05-07,Hadir
1322,240002110,MK08,2026-05-07,Hadir
1323,240003346,MK03,2026-05-07,Tidak Hadir
1324,240001218,MK02,2026-05-07,Hadir
1325,240000471,MK03,2026-05-07,Hadir
1326,240003934,MK04,2026-05-07,Hadir
1327,240002916,MK07,2026-05-07,Tidak Hadir
1328,240000489,MK10,2026-05-07,Hadir
1329,240004906,MK02,2026-05-07,Hadir
1330,240001591,MK09,2026-05-07,Hadir
1331,240000974,MK06,2026-05-07,Tidak Hadir
1332,240003614,MK04,2026-05-07,Hadir
1333,240002392,MK10,2026-05-07,Hadir
1334,240002866,MK07,2026-05-07,Hadir
1335,240003722,MK06,2026-05-07,Hadir
1336,240002259,MK07,2026-05-07,Hadir
1337,240001109,MK10,2026-05-07,Hadir
1338,240003412,MK08,2026-05-07,Tidak Hadir
1339,240001210,MK02,2026-05-07,Hadir
1340,240002900,MK02,2026-05-07,Hadir
1341,240002497,MK09,2026-05-07,Hadir
1342,240003792,MK10,2026-05-07,Hadir
1343,240000241,MK04,2026-05-07,Hadir
1344,240002217,MK02,2026-05-07,Hadir
1345,240000968,MK04,2026-05-07,Hadir
1346,240002766,MK08,2026-05-07,Hadir
1347,240004502,MK10,2026-05-07,Hadir
1348,240001057,MK08,2026-05-07,Hadir
1349,240004359,MK08,2026-05-07,Hadir
1350,240001037,MK07,2026-05-07,Hadir
1351,240004767,MK01,2026-05-07,Hadir
1352,240002238,MK05,2026-05-07,Hadir
1353,240001538,MK04,2026-05-07,Hadir
1354,240004163,MK02,2026-05-07,Tidak Hadir
1355,240002197,MK10,2026-05-07,Hadir
1356,240000551,MK08,2026-05-07,Hadir
1357,240001696,MK04,2026-05-07,Hadir
1358,240000367,MK05,2026-05-07,Hadir
1359,240000823,MK08,2026-05-07,Hadir
1360,240004519,MK03,2026-05-07,Hadir
1361,240000543,MK04,2026-05-07,Hadir
1362,240001061,MK08,2026-05-07,Hadir
1363,240000029,MK01,2026-05-07,Hadir
1364,240004095,MK05,2026-05-07,Hadir
1365,240000062,MK08,2026-05-07,Hadir
1366,240002910,MK03,2026-05-07,Hadir
1367,240003085,MK09,2026-05-07,Hadir
1368,240003420,MK04,2026-05-07,Hadir
1369,240003439,MK10,2026-05-07,Hadir
1370,240001837,MK08,2026-05-07,Hadir
1371,240004747,MK03,2026-05-07,Hadir
1372,240001026,MK03,2026-05-07,Hadir
1373,240004874,MK04,2026-05-07,Hadir
1374,240004522,MK01,2026-05-07,Tidak Hadir
1375,240004796,MK09,2026-05-07,Hadir
1376,240001619,MK06,2026-05-07,Hadir
1377,240002725,MK09,2026-05-07,Hadir
1378,240000808,MK07,2026-05-07,Tidak Hadir
1379,240004911,MK07,2026-05-07,Hadir
1380,240003166,MK04,2026-05-07,Hadir
1381,240002052,MK10,2026-05-07,Hadir
1382,240004620,MK02,2026-05-07,Hadir
1383,240003183,MK05,2026-05-07,Hadir
1384,240001001,MK10,2026-05-07,Hadir
1385,240001906,MK06,2026-05-07,Hadir
1386,240004346,MK04,2026-05-07,Hadir
1387,240000685,MK06,2026-05-07,Hadir
1388,240003998,MK10,2026-05-07,Hadir
1389,240004813,MK04,2026-05-07,Tidak Hadir
1390,240000799,MK10,2026-05-07,Hadir
1391,240001988,MK08,2026-05-07,Hadir
1392,240004427,MK08,2026-05-07,Hadir
1393,240004940,MK06,2026-05-07,Hadir
1394,240004147,MK04,2026-05-07,Hadir
1395,240004446,MK08,2026-05-07,Hadir
1396,240003167,MK08,2026-05-07,Hadir
1397,240001598,MK03,2026-05-07,Hadir
1398,240000371,MK03,2026-05-07,Hadir
1399,240004748,MK07,2026-05-07,Hadir
1400,240004700,MK08,2026-05-07,Hadir
1401,240004262,MK06,2026-05-07,Hadir
1402,240003163,MK04,2026-05-07,Hadir
1403,240004003,MK04,2026-05-07,Hadir
1404,240001611,MK03,2026-05-07,Hadir
1405,240001763,MK08,2026-05-07,Hadir
1406,240000412,MK06,2026-05-07,Tidak Hadir
1407,240000008,MK09,2026-05-07,Hadir
1408,240002589,MK05,2026-05-07,Hadir
1409,240003576,MK01,2026-05-07,Hadir
1410,240001351,MK04,2026-05-07,Hadir
1411,240003166,MK03,2026-05-07,Hadir
1412,240000160,MK07,2026-05-07,Hadir
1413,240004376,MK03,2026-05-07,Hadir
1414,240002793,MK10,2026-05-07,Tidak Hadir
1415,240004822,MK10,2026-05-07,Hadir
1416,240002344,MK05,2026-05-07,Hadir
1417,240001062,MK06,2026-05-07,Hadir
1418,240000848,MK03,2026-05-07,Hadir
1419,240001075,MK03,2026-05-07,Hadir
1420,240001436,MK06,2026-05-07,Hadir
1421,240003931,MK04,2026-05-07,Hadir
1422,240000421,MK07,2026-05-07,Tidak Hadir
1423,240000333,MK10,2026-05-07,Hadir
1424,240004245,MK01,2026-05-07,Tidak Hadir
1425,240004459,MK02,2026-05-07,Hadir
1426,240004798,MK02,2026-05-07,Hadir
1427,240001445,MK10,2026-05-07,Hadir
1428,240004273,MK03,2026-05-07,Hadir
1429,240003452,MK05,2026-05-07,Hadir
1430,240000310,MK04,2026-05-07,Hadir
1431,240004040,MK03,2026-05-07,Hadir
1432,240003536,MK04,2026-05-07,Hadir
1433,240002634,MK01,2026-05-07,Hadir
1434,240001185,MK05,2026-05-07,Tidak Hadir
1435,240003556,MK05,2026-05-07,Hadir
1436,240001056,MK07,2026-05-07,Hadir
1437,240001582,MK04,2026-05-07,Hadir
1438,240002324,MK01,2026-05-07,Tidak Hadir
1439,240002891,MK02,2026-05-07,Hadir
1440,240003758,MK09,2026-05-07,Hadir
1441,240003625,MK03,2026-05-07,Hadir
1442,240000978,MK05,2026-05-07,Hadir
1443,240001223,MK10,2026-05-07,Hadir
1444,240001533,MK01,2026-05-07,Hadir
1445,240001740,MK06,2026-05-07,Hadir
1446,240000044,MK04,2026-05-07,Hadir
1447,240003088,MK10,2026-05-07,Hadir
1448,240004638,MK04,2026-05-07,Hadir
1449,240002483,MK10,2026-05-07,Hadir
1450,240000099,MK07,2026-05-07,Hadir
1451,240001824,MK06,2026-05-07,Hadir
1452,240004266,MK02,2026-05-07,Hadir
1453,240002174,MK01,2026-05-07,Hadir
1454,240000864,MK02,2026-05-07,Hadir
1455,240004989,MK07,2026-05-07,Hadir
1456,240002033,MK07,2026-05-07,Hadir
1457,240002017,MK03,2026-05-07,Hadir
1458,240003010,MK08,2026-05-07,Hadir
1459,240000880,MK10,2026-05-07,Hadir
1460,240000715,MK09,2026-05-07,Hadir
1461,240002817,MK10,2026-05-07,Hadir
1462,240002169,MK10,2026-05-07,Hadir
1463,240004069,MK09,2026-05-07,Hadir
1464,240002748,MK10,2026-05-07,Hadir
1465,240002071,MK06,2026-05-07,Hadir
1466,240001699,MK05,2026-05-07,Tidak Hadir
1467,240003615,MK06,2026-05-07,Hadir
1468,240004529,MK03,2026-05-07,Hadir
1469,240002397,MK06,2026-05-07,Hadir
1470,240002502,MK09,2026-05-07,Hadir
1471,240001296,MK02,2026-05-07,Hadir
1472,240000976,MK08,2026-05-07,Hadir
1473,240000609,MK05,2026-05-07,Hadir
1474,240004856,MK06,2026-05-07,Tidak Hadir
1475,240004241,MK04,2026-05-07,Tidak Hadir
1476,240003784,MK02,2026-05-07,Hadir
1477,240000960,MK07,2026-05-07,Hadir
1478,240001939,MK09,2026-05-07,Tidak Hadir
1479,240000246,MK10,2026-05-07,Tidak Hadir
1480,240002088,MK06,2026-05-07,Hadir
1481,240000745,MK05,2026-05-07,Hadir
1482,240000615,MK03,2026-05-07,Hadir
1483,240000879,MK05,2026-05-07,Hadir
1484,240000025,MK06,2026-05-07,Hadir
1485,240003058,MK03,2026-05-07,Tidak Hadir
1486,240003280,MK07,2026-05-07,Hadir
1487,240003347,MK04,2026-05-07,Hadir
1488,240002854,MK04,2026-05-07,Hadir
1489,240000847,MK09,2026-05-07,Hadir
1490,240001698,MK05,2026-05-07,Hadir
1491,240001485,MK03,2026-05-07,Hadir
1492,240004537,MK08,2026-05-07,Hadir
1493,240002116,MK05,2026-05-07,Hadir
1494,240004931,MK01,2026-05-07,Hadir
1495,240004968,MK05,2026-05-07,Hadir
1496,240001572,MK08,2026-05-07,Hadir
1497,240001196,MK07,2026-05-07,Hadir
1498,240000676,MK07,2026-05-07,Tidak Hadir
1499,240002242,MK05,2026-05-07,Hadir
1500,240001372,MK03,2026-05-07,Hadir
1501,240002123,MK06,2026-05-07,Hadir
1502,240000451,MK08,2026-05-07,Hadir
1503,240001364,MK06,2026-05-07,Hadir
1504,240002478,MK01,2026-05-07,Hadir
1505,240003076,MK05,2026-05-07,Hadir
1506,240003720,MK02,2026-05-07,Tidak Hadir
1507,240001702,MK03,2026-05-07,Hadir
1508,240004438,MK06,2026-05-07,Hadir
1509,240001808,MK01,2026-05-07,Hadir
1510,240003538,MK08,2026-05-07,Hadir
1511,240003957,MK04,2026-05-07,Hadir
1512,240003983,MK05,2026-05-07,Hadir
1513,240004335,MK02,2026-05-07,Hadir
1514,240001894,MK06,2026-05-07,Hadir
1515,240001334,MK07,2026-05-07,Hadir
1516,240000444,MK02,2026-05-07,Hadir
1517,240002087,MK09,2026-05-07,Hadir
1518,240001816,MK06,2026-05-07,Hadir
1519,240004683,MK10,2026-05-07,Hadir
1520,240003380,MK07,2026-05-07,Hadir
1521,240004754,MK07,2026-05-07,Hadir
1522,240002506,MK01,2026-05-07,Hadir
1523,240001459,MK04,2026-05-07,Hadir
1524,240001165,MK10,2026-05-07,Hadir
1525,240003002,MK06,2026-05-07,Hadir
1526,240003853,MK05,2026-05-07,Hadir
1527,240001209,MK03,2026-05-07,Hadir
1528,240001293,MK05,2026-05-07,Hadir
1529,240003596,MK06,2026-05-07,Hadir
1530,240004810,MK01,2026-05-07,Hadir
1531,240002229,MK04,2026-05-07,Hadir
1532,240001154,MK03,2026-05-07,Hadir
1533,240000124,MK02,2026-05-07,Hadir
1534,240000846,MK08,2026-05-07,Hadir
1535,240002737,MK10,2026-05-07,Hadir
1536,240000489,MK06,2026-05-07,Hadir
1537,240004264,MK10,2026-05-07,Hadir
1538,240003861,MK01,2026-05-07,Hadir
1539,240004155,MK09,2026-05-07,Hadir
1540,240000180,MK01,2026-05-07,Hadir
1541,240003381,MK10,2026-05-07,Hadir
1542,240002919,MK10,2026-05-07,Hadir
1543,240003796,MK01,2026-05-07,Hadir
1544,240004179,MK01,2026-05-07,Hadir
1545,240000550,MK01,2026-05-07,Hadir
1546,240003106,MK06,2026-05-07,Hadir
1547,240001958,MK04,2026-05-07,Hadir
1548,240002957,MK03,2026-05-07,Hadir
1549,240002140,MK04,2026-05-07,Hadir
1550,240001942,MK02,2026-05-07,Hadir
1551,240000079,MK06,2026-05-07,Hadir
1552,240004761,MK06,2026-05-07,Hadir
1553,240002284,MK05,2026-05-07,Hadir
1554,240000692,MK04,2026-05-07,Hadir
1555,240003764,MK06,2026-05-07,Hadir
1556,240002150,MK05,2026-05-07,Hadir
1557,240000864,MK02,2026-05-07,Hadir
1558,240002207,MK03,2026-05-07,Hadir
1559,240003708,MK05,2026-05-07,Hadir
1560,240001705,MK04,2026-05-07,Hadir
1561,240003703,MK05,2026-05-07,Hadir
1562,240002105,MK03,2026-05-07,Hadir
1563,240000641,MK04,2026-05-07,Tidak Hadir
1564,240003689,MK07,2026-05-07,Hadir
1565,240001843,MK08,2026-05-07,Hadir
1566,240000087,MK10,2026-05-07,Hadir
1567,240002074,MK05,2026-05-07,Tidak Hadir
1568,240003680,MK02,2026-05-07,Hadir
1569,240001303,MK04,2026-05-07,Hadir
1570,240000022,MK04,2026-05-07,Hadir
1571,240004000,MK08,2026-05-07,Hadir
1572,240001421,MK08,2026-05-07,Hadir
1573,240003035,MK04,2026-05-07,Hadir
1574,240002595,MK01,2026-05-07,Hadir
1575,240004961,MK01,2026-05-07,Tidak Hadir
1576,240002381,MK01,2026-05-07,Tidak Hadir
1577,240003783,MK09,2026-05-07,Hadir
1578,240004483,MK02,2026-05-07,Hadir
1579,240002633,MK05,2026-05-07,Hadir
1580,240004538,MK05,2026-05-07,Tidak Hadir
1581,240000817,MK09,2026-05-07,Hadir
1582,240000427,MK04,2026-05-07,Hadir
1583,240003724,MK04,2026-05-07,Tidak Hadir
1584,240000258,MK10,2026-05-07,Hadir
1585,240003210,MK02,2026-05-07,Hadir
1586,240004274,MK10,2026-05-07,Hadir
1587,240004609,MK04,2026-05-07,Hadir
1588,240004075,MK08,2026-05-07,Hadir
1589,240000447,MK10,2026-05-07,Hadir
1590,240000213,MK09,2026-05-07,Hadir
1591,240000838,MK10,2026-05-07,Hadir
1592,240003387,MK01,2026-05-07,Hadir
1593,240004714,MK09,2026-05-07,Hadir
1594,240000823,MK10,2026-05-07,Hadir
1595,240000190,MK01,2026-05-07,Hadir
1596,240004494,MK09,2026-05-07,Hadir
1597,240002120,MK01,2026-05-07,Hadir
1598,240002268,MK06,2026-05-07,Hadir
1599,240000663,MK10,2026-05-07,Hadir
1600,240002480,MK02,2026-05-07,Hadir
1601,240003778,MK01,2026-05-07,Hadir
1602,240004164,MK04,2026-05-07,Hadir
1603,240004005,MK02,2026-05-07,Hadir
1604,240004600,MK09,2026-05-07,Hadir
1605,240001143,MK06,2026-05-07,Hadir
1606,240003875,MK02,2026-05-07,Hadir
1607,240000823,MK06,2026-05-07,Hadir
1608,240000005,MK05,2026-05-07,Hadir
1609,240003719,MK03,2026-05-07,Tidak Hadir
1610,240003613,MK05,2026-05-07,Hadir
1611,240001693,MK08,2026-05-07,Hadir
1612,240002242,MK04,2026-05-07,Hadir
1613,240004409,MK10,2026-05-07,Hadir
1614,240004932,MK03,2026-05-07,Hadir
1615,240004322,MK10,2026-05-07,Hadir
1616,240001966,MK10,2026-05-07,Hadir
1617,240000916,MK07,2026-05-07,Hadir
1618,240004439,MK06,2026-05-07,Hadir
1619,240003894,MK06,2026-05-07,Hadir
1620,240000827,MK08,2026-05-07,Hadir
1621,240001005,MK05,2026-05-07,Hadir
1622,240000465,MK08,2026-05-07,Hadir
1623,240001741,MK09,2026-05-07,Hadir
1624,240002469,MK07,2026-05-07,Hadir
1625,240002222,MK08,2026-05-07,Hadir
1626,240002505,MK02,2026-05-07,Hadir
1627,240004362,MK02,2026-05-07,Tidak Hadir
1628,240003913,MK04,2026-05-07,Hadir
1629,240002420,MK02,2026-05-07,Hadir
1630,240001471,MK06,2026-05-07,Hadir
1631,240002392,MK01,2026-05-07,Hadir
1632,240004585,MK06,2026-05-07,Hadir
1633,240000246,MK09,2026-05-07,Hadir
1634,240000273,MK06,2026-05-07,Hadir
1635,240003099,MK03,2026-05-07,Tidak Hadir
1636,240004984,MK06,2026-05-07,Hadir
1637,240003708,MK07,2026-05-07,Hadir
1638,240002793,MK02,2026-05-07,Hadir
1639,240002003,MK04,2026-05-07,Tidak Hadir
1640,240000092,MK07,2026-05-07,Hadir
1641,240004344,MK04,2026-05-07,Hadir
1642,240001880,MK08,2026-05-07,Hadir
1643,240001686,MK10,2026-05-07,Hadir
1644,240000295,MK06,2026-05-07,Hadir
1645,240000655,MK02,2026-05-07,Hadir
1646,240001605,MK02,2026-05-07,Hadir
1647,240003852,MK05,2026-05-07,Hadir
1648,240001976,MK10,2026-05-07,Hadir
1649,240003695,MK06,2026-05-07,Hadir
1650,240001327,MK02,2026-05-07,Tidak Hadir
1651,240003199,MK02,2026-05-07,Hadir
1652,240001637,MK06,2026-05-07,Hadir
1653,240000021,MK05,2026-05-07,Hadir
1654,240002583,MK02,2026-05-07,Hadir
1655,240001476,MK04,2026-05-07,Hadir
1656,240002866,MK01,2026-05-07,Hadir
1657,240003219,MK08,2026-05-07,Hadir
1658,240000727,MK07,2026-05-07,Hadir
1659,240003496,MK01,2026-05-07,Hadir
1660,240001683,MK08,2026-05-07,Hadir
1661,240000959,MK04,2026-05-07,Hadir
1662,240003938,MK04,2026-05-07,Tidak Hadir
1663,240000196,MK04,2026-05-07,Hadir
1664,240003873,MK06,2026-05-07,Hadir
1665,240003878,MK07,2026-05-07,Hadir
1666,240002767,MK05,2026-05-07,Tidak Hadir
1667,240000286,MK04,2026-05-07,Hadir
1668,240002932,MK09,2026-05-07,Hadir
1669,240003290,MK07,2026-05-07,Hadir
1670,240004029,MK04,2026-05-07,Hadir
1671,240003996,MK10,2026-05-07,Hadir
1672,240000176,MK02,2026-05-07,Tidak Hadir
1673,240000126,MK06,2026-05-07,Hadir
1674,240004196,MK06,2026-05-07,Hadir
1675,240001291,MK03,2026-05-07,Hadir
1676,240002529,MK02,2026-05-07,Hadir
1677,240001338,MK02,2026-05-07,Hadir
1678,240001171,MK09,2026-05-07,Hadir
1679,240003309,MK02,2026-05-07,Hadir
1680,240002193,MK05,2026-05-07,Hadir
1681,240000677,MK01,2026-05-07,Hadir
1682,240003264,MK10,2026-05-07,Hadir
1683,240002187,MK03,2026-05-07,Hadir
1684,240001089,MK09,2026-05-07,Hadir
1685,240001462,MK10,2026-05-07,Tidak Hadir
1686,240004016,MK07,2026-05-07,Hadir
1687,240003575,MK08,2026-05-07,Hadir
1688,240003941,MK06,2026-05-07,Tidak Hadir
1689,240001233,MK05,2026-05-07,Hadir
1690,240000288,MK03,2026-05-07,Hadir
1691,240002446,MK01,2026-05-07,Hadir
1692,240001338,MK03,2026-05-07,Hadir
1693,240001236,MK02,2026-05-07,Tidak Hadir
1694,240004621,MK04,2026-05-07,Hadir
1695,240003545,MK04,2026-05-07,Hadir
1696,240002236,MK10,2026-05-07,Tidak Hadir
1697,240000677,MK09,2026-05-07,Hadir
1698,240003454,MK03,2026-05-07,Hadir
1699,240000026,MK04,2026-05-07,Hadir
1700,240003386,MK04,2026-05-07,Hadir
1701,240004738,MK04,2026-05-07,Hadir
1702,240001126,MK10,2026-05-07,Hadir
1703,240003678,MK09,2026-05-07,Hadir
1704,240004509,MK02,2026-05-07,Hadir
1705,240004963,MK01,2026-05-07,Hadir
1706,240003215,MK09,2026-05-07,Hadir
1707,240002892,MK03,2026-05-07,Hadir
1708,240001755,MK01,2026-05-07,Hadir
1709,240001434,MK07,2026-05-07,Hadir
1710,240003304,MK05,2026-05-07,Tidak Hadir
1711,240004017,MK03,2026-05-07,Hadir
1712,240003286,MK10,2026-05-07,Hadir
1713,240000295,MK07,2026-05-07,Hadir
1714,240004996,MK09,2026-05-07,Hadir
1715,240000106,MK03,2026-05-07,Hadir
1716,240002844,MK02,2026-05-07,Hadir
1717,240000412,MK08,2026-05-07,Tidak Hadir
1718,240003148,MK01,2026-05-07,Hadir
1719,240002156,MK04,2026-05-07,Hadir
1720,240002676,MK09,2026-05-07,Hadir
1721,240002996,MK05,2026-05-07,Hadir
1722,240003345,MK05,2026-05-07,Hadir
1723,240002889,MK05,2026-05-07,Hadir
1724,240000910,MK04,2026-05-07,Hadir
1725,240004210,MK05,2026-05-07,Hadir
1726,240004229,MK10,2026-05-07,Hadir
1727,240002555,MK02,2026-05-07,Hadir
1728,240004972,MK07,2026-05-07,Hadir
1729,240001812,MK09,2026-05-07,Hadir
1730,240003577,MK10,2026-05-07,Hadir
1731,240000396,MK04,2026-05-07,Tidak Hadir
1732,240004870,MK08,2026-05-07,Hadir
1733,240002318,MK01,2026-05-07,Hadir
1734,240001789,MK04,2026-05-07,Hadir
1735,240002571,MK09,2026-05-07,Hadir
1736,240004955,MK03,2026-05-07,Hadir
1737,240001640,MK06,2026-05-07,Hadir
1738,240001729,MK10,2026-05-07,Hadir
1739,240001294,MK03,2026-05-07,Hadir
1740,240003814,MK10,2026-05-07,Hadir
1741,240004224,MK05,2026-05-07,Hadir
1742,240003129,MK09,2026-05-07,Hadir
1743,240001719,MK06,2026-05-07,Tidak Hadir
1744,240000111,MK07,2026-05-07,Hadir
1745,240000718,MK04,2026-05-07,Hadir
1746,240002473,MK05,2026-05-07,Hadir
1747,240000769,MK02,2026-05-07,Hadir
1748,240002277,MK03,2026-05-07,Hadir
1749,240001771,MK06,2026-05-07,Hadir
1750,240002247,MK09,2026-05-07,Hadir
1751,240003600,MK06,2026-05-07,Hadir
1752,240001684,MK04,2026-05-07,Hadir
1753,240003369,MK06,2026-05-07,Hadir
1754,240004127,MK05,2026-05-07,Hadir
1755,240002363,MK02,2026-05-07,Hadir
1756,240000599,MK08,2026-05-07,Hadir
1757,240003462,MK03,2026-05-07,Tidak Hadir
1758,240000841,MK05,2026-05-07,Tidak Hadir
1759,240002884,MK04,2026-05-07,Hadir
1760,240001645,MK01,2026-05-07,Hadir
1761,240002383,MK03,2026-05-07,Hadir
1762,240002770,MK06,2026-05-07,Hadir
1763,240002121,MK08,2026-05-07,Hadir
1764,240002471,MK10,2026-05-07,Hadir
1765,240000552,MK05,2026-05-07,Hadir
1766,240004642,MK03,2026-05-07,Tidak Hadir
1767,240000461,MK09,2026-05-07,Hadir
1768,240004500,MK01,2026-05-07,Hadir
1769,240000191,MK03,2026-05-07,Hadir
1770,240002537,MK05,2026-05-07,Tidak Hadir
1771,240004918,MK09,2026-05-07,Hadir
1772,240000511,MK01,2026-05-07,Hadir
1773,240003281,MK01,2026-05-07,Hadir
1774,240004194,MK08,2026-05-07,Hadir
1775,240002243,MK06,2026-05-07,Hadir
1776,240004248,MK01,2026-05-07,Hadir
1777,240002873,MK02,2026-05-07,Hadir
1778,240001642,MK08,2026-05-07,Hadir
1779,240002857,MK01,2026-05-07,Hadir
1780,240001114,MK07,2026-05-07,Hadir
1781,240000780,MK10,2026-05-07,Hadir
1782,240000665,MK06,2026-05-07,Tidak Hadir
1783,240004291,MK06,2026-05-07,Hadir
1784,240002286,MK07,2026-05-07,Hadir
1785,240003833,MK01,2026-05-07,Hadir
1786,240004403,MK04,2026-05-07,Tidak Hadir
1787,240003728,MK03,2026-05-07,Hadir
1788,240000853,MK08,2026-05-07,Hadir
1789,240001867,MK05,2026-05-07,Hadir
1790,240002889,MK07,2026-05-07,Hadir
1791,240001297,MK06,2026-05-07,Hadir
1792,240002117,MK10,2026-05-07,Hadir
1793,240004869,MK10,2026-05-07,Hadir
1794,240001103,MK02,2026-05-07,Hadir
1795,240003218,MK08,2026-05-07,Hadir
1796,240001226,MK06,2026-05-07,Hadir
1797,240002785,MK10,2026-05-07,Hadir
1798,240004912,MK02,2026-05-07,Hadir
1799,240000764,MK05,2026-05-07,Hadir
1800,240003950,MK04,2026-05-07,Hadir
1801,240001928,MK03,2026-05-07,Hadir
1802,240001161,MK03,2026-05-07,Hadir
1803,240001643,MK08,2026-05-07,Hadir
1804,240000564,MK04,2026-05-07,Hadir
1805,240002803,MK08,2026-05-07,Hadir
1806,240004167,MK09,2026-05-07,Hadir
1807,240002141,MK03,2026-05-07,Hadir
1808,240004689,MK09,2026-05-07,Hadir
1809,240000901,MK05,2026-05-07,Tidak Hadir
1810,240004420,MK03,2026-05-07,Hadir
1811,240001644,MK04,2026-05-07,Hadir
1812,240000897,MK06,2026-05-07,Hadir
1813,240003933,MK10,2026-05-07,Hadir
1814,240004236,MK08,2026-05-07,Tidak Hadir
1815,240004432,MK08,2026-05-07,Hadir
1816,240000925,MK01,2026-05-07,Hadir
1817,240002551,MK10,2026-05-07,Hadir
1818,240003029,MK10,2026-05-07,Hadir
1819,240003734,MK05,2026-05-07,Hadir
1820,240000114,MK02,2026-05-07,Hadir
1821,240003952,MK06,2026-05-07,Hadir
1822,240000177,MK07,2026-05-07,Hadir
1823,240002581,MK01,2026-05-07,Hadir
1824,240002851,MK05,2026-05-07,Hadir
1825,240002703,MK08,2026-05-07,Tidak Hadir
1826,240000072,MK10,2026-05-07,Hadir
1827,240001003,MK07,2026-05-07,Hadir
1828,240002307,MK10,2026-05-07,Hadir
1829,240004779,MK04,2026-05-07,Hadir
1830,240000765,MK05,2026-05-07,Hadir
1831,240001040,MK10,2026-05-07,Hadir
1832,240003485,MK09,2026-05-07,Hadir
1833,240000899,MK04,2026-05-07,Hadir
1834,240003092,MK03,2026-05-07,Hadir
1835,240000842,MK02,2026-05-07,Hadir
1836,240000801,MK04,2026-05-07,Hadir
1837,240000520,MK09,2026-05-07,Hadir
1838,240003545,MK04,2026-05-07,Hadir
1839,240002914,MK04,2026-05-07,Hadir
1840,240002308,MK03,2026-05-07,Tidak Hadir
1841,240003622,MK06,2026-05-07,Hadir
1842,240003702,MK01,2026-05-07,Hadir
1843,240001461,MK10,2026-05-07,Hadir
1844,240000890,MK09,2026-05-07,Hadir
1845,240002643,MK07,2026-05-07,Hadir
